year_value,site_id,depth_to_gw_ft,depth_to_gw_m,latitude,longitude,data_source,region,bbox_side,open_et_version,scaled_annual_et_avg,mean_et,mean_precip,et_precip_ratio,precip_variation
2009,KSGS.374747100552101,211.2,64.37376,37.79492,-100.9225,USGS,Southern Kansas,10,2.0,779.63,823.2621428571429,526.7621,1.562872815567568,1.8430612410790042
2010,KSGS.374747100552101,217.55,66.30924,37.79492,-100.9225,USGS,Southern Kansas,10,2.0,768.685,823.2621428571429,526.7621,1.562872815567568,1.8430612410790042
2011,KSGS.374747100552101,224.2,68.33616,37.79492,-100.9225,USGS,Southern Kansas,10,2.0,727.794,823.2621428571429,526.7621,1.562872815567568,1.8430612410790042
2012,KSGS.374747100552101,232.6,70.89648,37.79492,-100.9225,USGS,Southern Kansas,10,2.0,788.979,823.2621428571429,526.7621,1.562872815567568,1.8430612410790042
2013,KSGS.374747100552101,239.5,72.9996,37.79492,-100.9225,USGS,Southern Kansas,10,2.0,770.728,823.2621428571429,526.7621,1.562872815567568,1.8430612410790042
2014,KSGS.374747100552101,245.5,74.8284,37.79492,-100.9225,USGS,Southern Kansas,10,2.0,867.963,823.2621428571429,526.7621,1.562872815567568,1.8430612410790042
2015,KSGS.374747100552101,252.3,76.90104,37.79492,-100.9225,USGS,Southern Kansas,10,2.0,882.942,823.2621428571429,526.7621,1.562872815567568,1.8430612410790042
2016,KSGS.374747100552101,255.38,77.839824,37.79492,-100.9225,USGS,Southern Kansas,10,2.0,888.72,823.2621428571429,526.7621,1.562872815567568,1.8430612410790042
2017,KSGS.374747100552101,258.52,78.796896,37.79492,-100.9225,USGS,Southern Kansas,10,2.0,806.284,823.2621428571429,526.7621,1.562872815567568,1.8430612410790042
2018,KSGS.374747100552101,260.31,79.342488,37.79492,-100.9225,USGS,Southern Kansas,10,2.0,861.617,823.2621428571429,526.7621,1.562872815567568,1.8430612410790042
2019,KSGS.374747100552101,264.1,80.49768,37.79492,-100.9225,USGS,Southern Kansas,10,2.0,829.213,823.2621428571429,526.7621,1.562872815567568,1.8430612410790042
2020,KSGS.374747100552101,304.51,92.814648,37.79492,-100.9225,USGS,Southern Kansas,10,2.1,939.518,823.2621428571429,526.7621,1.562872815567568,1.8430612410790042
2000,KSGS.375145100485701,126.71,38.621208,37.86209,-100.8179,USGS,Southern Kansas,10,2.0,721.169,739.5477142857143,534.08856,1.384691167135475,1.864946166601575
2001,KSGS.375145100485701,129.05,39.33444,37.86209,-100.8179,USGS,Southern Kansas,10,2.0,714.848,739.5477142857143,534.08856,1.384691167135475,1.864946166601575
2002,KSGS.375145100485701,131.62,40.117776,37.86209,-100.8179,USGS,Southern Kansas,10,2.0,707.24,739.5477142857143,534.08856,1.384691167135475,1.864946166601575
2003,KSGS.375145100485701,135.64,41.343072,37.86209,-100.8179,USGS,Southern Kansas,10,2.0,713.477,739.5477142857143,534.08856,1.384691167135475,1.864946166601575
2004,KSGS.375145100485701,139.16,42.415968,37.86209,-100.8179,USGS,Southern Kansas,10,2.0,722.06,739.5477142857143,534.08856,1.384691167135475,1.864946166601575
2005,KSGS.375145100485701,140.8,42.91584,37.86209,-100.8179,USGS,Southern Kansas,10,2.0,787.34,739.5477142857143,534.08856,1.384691167135475,1.864946166601575
2006,KSGS.375145100485701,144.18,43.946064,37.86209,-100.8179,USGS,Southern Kansas,10,2.0,684.541,739.5477142857143,534.08856,1.384691167135475,1.864946166601575
2007,KSGS.375145100485701,146.5,44.6532,37.86209,-100.8179,USGS,Southern Kansas,10,2.0,719.502,739.5477142857143,534.08856,1.384691167135475,1.864946166601575
2008,KSGS.375145100485701,149.65,45.61332,37.86209,-100.8179,USGS,Southern Kansas,10,2.0,707.208,739.5477142857143,534.08856,1.384691167135475,1.864946166601575
2009,KSGS.375145100485701,154.0,46.9392,37.86209,-100.8179,USGS,Southern Kansas,10,2.0,704.102,739.5477142857143,534.08856,1.384691167135475,1.864946166601575
2010,KSGS.375145100485701,160.0,48.768,37.86209,-100.8179,USGS,Southern Kansas,10,2.0,691.698,739.5477142857143,534.08856,1.384691167135475,1.864946166601575
2011,KSGS.375145100485701,167.85,51.16068,37.86209,-100.8179,USGS,Southern Kansas,10,2.0,685.282,739.5477142857143,534.08856,1.384691167135475,1.864946166601575
2012,KSGS.375145100485701,172.7,52.63896,37.86209,-100.8179,USGS,Southern Kansas,10,2.0,703.717,739.5477142857143,534.08856,1.384691167135475,1.864946166601575
2013,KSGS.375145100485701,175.0,53.34,37.86209,-100.8179,USGS,Southern Kansas,10,2.0,663.263,739.5477142857143,534.08856,1.384691167135475,1.864946166601575
2014,KSGS.375145100485701,180.3,54.95544,37.86209,-100.8179,USGS,Southern Kansas,10,2.0,809.324,739.5477142857143,534.08856,1.384691167135475,1.864946166601575
2015,KSGS.375145100485701,186.0,56.6928,37.86209,-100.8179,USGS,Southern Kansas,10,2.0,822.657,739.5477142857143,534.08856,1.384691167135475,1.864946166601575
2016,KSGS.375145100485701,189.32,57.704736,37.86209,-100.8179,USGS,Southern Kansas,10,2.0,827.738,739.5477142857143,534.08856,1.384691167135475,1.864946166601575
2017,KSGS.375145100485701,192.12,58.558176,37.86209,-100.8179,USGS,Southern Kansas,10,2.0,726.61,739.5477142857143,534.08856,1.384691167135475,1.864946166601575
2018,KSGS.375145100485701,195.0,59.436,37.86209,-100.8179,USGS,Southern Kansas,10,2.0,822.498,739.5477142857143,534.08856,1.384691167135475,1.864946166601575
2019,KSGS.375145100485701,197.63,60.237624,37.86209,-100.8179,USGS,Southern Kansas,10,2.0,752.869,739.5477142857143,534.08856,1.384691167135475,1.864946166601575
2020,KSGS.375145100485701,200.62,61.148976,37.86209,-100.8179,USGS,Southern Kansas,10,2.1,843.359,739.5477142857143,534.08856,1.384691167135475,1.864946166601575
2000,KSGS.375454101075401,123.72,37.709856,37.91572,-101.1306,USGS,Southern Kansas,10,2.0,844.351,872.3784761904762,531.14545,1.6424474340945965,1.9291372855260467
2001,KSGS.375454101075401,129.2,39.38016,37.91572,-101.1306,USGS,Southern Kansas,10,2.0,891.717,872.3784761904762,531.14545,1.6424474340945965,1.9291372855260467
2002,KSGS.375454101075401,133.16,40.587168,37.91572,-101.1306,USGS,Southern Kansas,10,2.0,826.796,872.3784761904762,531.14545,1.6424474340945965,1.9291372855260467
2003,KSGS.375454101075401,139.622,42.5567856,37.91572,-101.1306,USGS,Southern Kansas,10,2.0,885.972,872.3784761904762,531.14545,1.6424474340945965,1.9291372855260467
2004,KSGS.375454101075401,147.6633333,45.00778399,37.91572,-101.1306,USGS,Southern Kansas,10,2.0,851.521,872.3784761904762,531.14545,1.6424474340945965,1.9291372855260467
2005,KSGS.375454101075401,150.8875,45.99051,37.91572,-101.1306,USGS,Southern Kansas,10,2.0,925.816,872.3784761904762,531.14545,1.6424474340945965,1.9291372855260467
2006,KSGS.375454101075401,154.33,47.039784,37.91572,-101.1306,USGS,Southern Kansas,10,2.0,840.704,872.3784761904762,531.14545,1.6424474340945965,1.9291372855260467
2007,KSGS.375454101075401,158.59,48.338232,37.91572,-101.1306,USGS,Southern Kansas,10,2.0,868.111,872.3784761904762,531.14545,1.6424474340945965,1.9291372855260467
2008,KSGS.375454101075401,162.9333333,49.66207999,37.91572,-101.1306,USGS,Southern Kansas,10,2.0,789.486,872.3784761904762,531.14545,1.6424474340945965,1.9291372855260467
2009,KSGS.375454101075401,170.7025,52.030122,37.91572,-101.1306,USGS,Southern Kansas,10,2.0,796.478,872.3784761904762,531.14545,1.6424474340945965,1.9291372855260467
2010,KSGS.375454101075401,174.1933333,53.09412799,37.91572,-101.1306,USGS,Southern Kansas,10,2.0,830.015,872.3784761904762,531.14545,1.6424474340945965,1.9291372855260467
2011,KSGS.375454101075401,177.93,54.233064,37.91572,-101.1306,USGS,Southern Kansas,10,2.0,844.791,872.3784761904762,531.14545,1.6424474340945965,1.9291372855260467
2012,KSGS.375454101075401,185.385,56.505348,37.91572,-101.1306,USGS,Southern Kansas,10,2.0,823.764,872.3784761904762,531.14545,1.6424474340945965,1.9291372855260467
2013,KSGS.375454101075401,191.3866667,58.33465601,37.91572,-101.1306,USGS,Southern Kansas,10,2.0,895.204,872.3784761904762,531.14545,1.6424474340945965,1.9291372855260467
2014,KSGS.375454101075401,197.0333333,60.05575999,37.91572,-101.1306,USGS,Southern Kansas,10,2.0,940.952,872.3784761904762,531.14545,1.6424474340945965,1.9291372855260467
2015,KSGS.375454101075401,203.5133333,62.03086399,37.91572,-101.1306,USGS,Southern Kansas,10,2.0,910.817,872.3784761904762,531.14545,1.6424474340945965,1.9291372855260467
2016,KSGS.375454101075401,210.285,64.094868,37.91572,-101.1306,USGS,Southern Kansas,10,2.0,946.841,872.3784761904762,531.14545,1.6424474340945965,1.9291372855260467
2017,KSGS.375454101075401,215.3366667,65.63461601,37.91572,-101.1306,USGS,Southern Kansas,10,2.0,880.19,872.3784761904762,531.14545,1.6424474340945965,1.9291372855260467
2018,KSGS.375454101075401,216.5025,65.989962,37.91572,-101.1306,USGS,Southern Kansas,10,2.0,918.631,872.3784761904762,531.14545,1.6424474340945965,1.9291372855260467
2019,KSGS.375454101075401,216.6733333,66.04203199,37.91572,-101.1306,USGS,Southern Kansas,10,2.0,845.481,872.3784761904762,531.14545,1.6424474340945965,1.9291372855260467
2020,KSGS.375454101075401,218.645,66.642996,37.91572,-101.1306,USGS,Southern Kansas,10,2.1,962.31,872.3784761904762,531.14545,1.6424474340945965,1.9291372855260467
2000,TWDB.0753701,247.89,75.556872,35.16,-102.4886,USGS,Western Texas,10,2.0,509.107,614.2919523809524,506.7046,1.2123275863168683,1.8291047269487717
2001,TWDB.0753701,248.03,75.599544,35.16,-102.4886,USGS,Western Texas,10,2.0,665.71,614.2919523809524,506.7046,1.2123275863168683,1.8291047269487717
2002,TWDB.0753701,247.24,75.358752,35.16,-102.4886,USGS,Western Texas,10,2.0,452.914,614.2919523809524,506.7046,1.2123275863168683,1.8291047269487717
2003,TWDB.0753701,247.94,75.572112,35.16,-102.4886,USGS,Western Texas,10,2.0,591.931,614.2919523809524,506.7046,1.2123275863168683,1.8291047269487717
2004,TWDB.0753701,247.58,75.462384,35.16,-102.4886,USGS,Western Texas,10,2.0,640.376,614.2919523809524,506.7046,1.2123275863168683,1.8291047269487717
2005,TWDB.0753701,247.85,75.54468,35.16,-102.4886,USGS,Western Texas,10,2.0,766.342,614.2919523809524,506.7046,1.2123275863168683,1.8291047269487717
2006,TWDB.0753701,248.41,75.715368,35.16,-102.4886,USGS,Western Texas,10,2.0,532.108,614.2919523809524,506.7046,1.2123275863168683,1.8291047269487717
2007,TWDB.0753701,248.77,75.825096,35.16,-102.4886,USGS,Western Texas,10,2.0,686.925,614.2919523809524,506.7046,1.2123275863168683,1.8291047269487717
2008,TWDB.0753701,249.19,75.953112,35.16,-102.4886,USGS,Western Texas,10,2.0,527.677,614.2919523809524,506.7046,1.2123275863168683,1.8291047269487717
2009,TWDB.0753701,249.37,76.007976,35.16,-102.4886,USGS,Western Texas,10,2.0,704.516,614.2919523809524,506.7046,1.2123275863168683,1.8291047269487717
2010,TWDB.0753701,249.95,76.18476,35.16,-102.4886,USGS,Western Texas,10,2.0,593.784,614.2919523809524,506.7046,1.2123275863168683,1.8291047269487717
2011,TWDB.0753701,250.26,76.279248,35.16,-102.4886,USGS,Western Texas,10,2.0,445.665,614.2919523809524,506.7046,1.2123275863168683,1.8291047269487717
2012,TWDB.0753701,250.65,76.39812,35.16,-102.4886,USGS,Western Texas,10,2.0,536.145,614.2919523809524,506.7046,1.2123275863168683,1.8291047269487717
2013,TWDB.0753701,251.18,76.559664,35.16,-102.4886,USGS,Western Texas,10,2.0,544.842,614.2919523809524,506.7046,1.2123275863168683,1.8291047269487717
2014,TWDB.0753701,251.47,76.648056,35.16,-102.4886,USGS,Western Texas,10,2.0,547.376,614.2919523809524,506.7046,1.2123275863168683,1.8291047269487717
2015,TWDB.0753701,254.23,77.489304,35.16,-102.4886,USGS,Western Texas,10,2.0,751.964,614.2919523809524,506.7046,1.2123275863168683,1.8291047269487717
2016,TWDB.0753701,254.07,77.440536,35.16,-102.4886,USGS,Western Texas,10,2.0,741.262,614.2919523809524,506.7046,1.2123275863168683,1.8291047269487717
2017,TWDB.0753701,255.24,77.797152,35.16,-102.4886,USGS,Western Texas,10,2.0,749.368,614.2919523809524,506.7046,1.2123275863168683,1.8291047269487717
2018,TWDB.0753701,256.76,78.260448,35.16,-102.4886,USGS,Western Texas,10,2.0,586.656,614.2919523809524,506.7046,1.2123275863168683,1.8291047269487717
2019,TWDB.0753701,257.66,78.534768,35.16,-102.4886,USGS,Western Texas,10,2.0,698.394,614.2919523809524,506.7046,1.2123275863168683,1.8291047269487717
2020,TWDB.0753701,258.67,78.842616,35.16,-102.4886,USGS,Western Texas,10,2.1,627.069,614.2919523809524,506.7046,1.2123275863168683,1.8291047269487717
2000,TWDB.1005225,274.57,83.688936,34.97,-102.4381,USGS,Western Texas,10,2.0,683.518,744.2054285714286,529.9773,1.4042213425032355,1.7765538023767495
2001,TWDB.1005225,275.16,83.868768,34.97,-102.4381,USGS,Western Texas,10,2.0,760.483,744.2054285714286,529.9773,1.4042213425032355,1.7765538023767495
2002,TWDB.1005225,275.39,83.938872,34.97,-102.4381,USGS,Western Texas,10,2.0,561.192,744.2054285714286,529.9773,1.4042213425032355,1.7765538023767495
2003,TWDB.1005225,276.41,84.249768,34.97,-102.4381,USGS,Western Texas,10,2.0,651.582,744.2054285714286,529.9773,1.4042213425032355,1.7765538023767495
2004,TWDB.1005225,280.5,85.4964,34.97,-102.4381,USGS,Western Texas,10,2.0,746.772,744.2054285714286,529.9773,1.4042213425032355,1.7765538023767495
2005,TWDB.1005225,278.01,84.737448,34.97,-102.4381,USGS,Western Texas,10,2.0,855.181,744.2054285714286,529.9773,1.4042213425032355,1.7765538023767495
2006,TWDB.1005225,278.69,84.944712,34.97,-102.4381,USGS,Western Texas,10,2.0,627.591,744.2054285714286,529.9773,1.4042213425032355,1.7765538023767495
2007,TWDB.1005225,279.34,85.142832,34.97,-102.4381,USGS,Western Texas,10,2.0,810.516,744.2054285714286,529.9773,1.4042213425032355,1.7765538023767495
2008,TWDB.1005225,280.15,85.38972,34.97,-102.4381,USGS,Western Texas,10,2.0,688.124,744.2054285714286,529.9773,1.4042213425032355,1.7765538023767495
2009,TWDB.1005225,284.98,86.861904,34.97,-102.4381,USGS,Western Texas,10,2.0,856.11,744.2054285714286,529.9773,1.4042213425032355,1.7765538023767495
2010,TWDB.1005225,285.86,87.130128,34.97,-102.4381,USGS,Western Texas,10,2.0,741.568,744.2054285714286,529.9773,1.4042213425032355,1.7765538023767495
2011,TWDB.1005225,288.19,87.840312,34.97,-102.4381,USGS,Western Texas,10,2.0,548.238,744.2054285714286,529.9773,1.4042213425032355,1.7765538023767495
2012,TWDB.1005225,288.42,87.910416,34.97,-102.4381,USGS,Western Texas,10,2.0,602.012,744.2054285714286,529.9773,1.4042213425032355,1.7765538023767495
2013,TWDB.1005225,293.05,89.32164,34.97,-102.4381,USGS,Western Texas,10,2.0,716.94,744.2054285714286,529.9773,1.4042213425032355,1.7765538023767495
2014,TWDB.1005225,294.42,89.739216,34.97,-102.4381,USGS,Western Texas,10,2.0,773.017,744.2054285714286,529.9773,1.4042213425032355,1.7765538023767495
2015,TWDB.1005225,295.25,89.9922,34.97,-102.4381,USGS,Western Texas,10,2.0,833.061,744.2054285714286,529.9773,1.4042213425032355,1.7765538023767495
2016,TWDB.1005225,293.97,89.602056,34.97,-102.4381,USGS,Western Texas,10,2.0,801.536,744.2054285714286,529.9773,1.4042213425032355,1.7765538023767495
2017,TWDB.1005225,296.55,90.38844,34.97,-102.4381,USGS,Western Texas,10,2.0,876.243,744.2054285714286,529.9773,1.4042213425032355,1.7765538023767495
2018,TWDB.1005225,295.88,90.184224,34.97,-102.4381,USGS,Western Texas,10,2.0,725.456,744.2054285714286,529.9773,1.4042213425032355,1.7765538023767495
2019,TWDB.1005225,298.49,90.979752,34.97,-102.4381,USGS,Western Texas,10,2.0,950.579,744.2054285714286,529.9773,1.4042213425032355,1.7765538023767495
2020,TWDB.1005225,298.78,91.068144,34.97,-102.4381,USGS,Western Texas,10,2.1,818.595,744.2054285714286,529.9773,1.4042213425032355,1.7765538023767495
2000,TWDB.1038101,268.55,81.85404,34.46,-102.3522,USGS,Western Texas,10,2.0,887.531,865.3341428571429,574.56165,1.5060771104766977,1.8309087407574143
2001,TWDB.1038101,273.98,83.509104,34.46,-102.3522,USGS,Western Texas,10,2.0,839.335,865.3341428571429,574.56165,1.5060771104766977,1.8309087407574143
2002,TWDB.1038101,276.25,84.201,34.46,-102.3522,USGS,Western Texas,10,2.0,807.413,865.3341428571429,574.56165,1.5060771104766977,1.8309087407574143
2003,TWDB.1038101,282.29,86.041992,34.46,-102.3522,USGS,Western Texas,10,2.0,859.56,865.3341428571429,574.56165,1.5060771104766977,1.8309087407574143
2004,TWDB.1038101,286.08,87.197184,34.46,-102.3522,USGS,Western Texas,10,2.0,885.601,865.3341428571429,574.56165,1.5060771104766977,1.8309087407574143
2005,TWDB.1038101,287.66,87.678768,34.46,-102.3522,USGS,Western Texas,10,2.0,934.817,865.3341428571429,574.56165,1.5060771104766977,1.8309087407574143
2006,TWDB.1038101,289.05,88.10244,34.46,-102.3522,USGS,Western Texas,10,2.0,828.702,865.3341428571429,574.56165,1.5060771104766977,1.8309087407574143
2007,TWDB.1038101,291.69,88.907112,34.46,-102.3522,USGS,Western Texas,10,2.0,884.662,865.3341428571429,574.56165,1.5060771104766977,1.8309087407574143
2008,TWDB.1038101,297.85,90.78468,34.46,-102.3522,USGS,Western Texas,10,2.0,829.905,865.3341428571429,574.56165,1.5060771104766977,1.8309087407574143
2009,TWDB.1038101,303.89,92.625672,34.46,-102.3522,USGS,Western Texas,10,2.0,921.156,865.3341428571429,574.56165,1.5060771104766977,1.8309087407574143
2010,TWDB.1038101,305.65,93.16212,34.46,-102.3522,USGS,Western Texas,10,2.0,854.305,865.3341428571429,574.56165,1.5060771104766977,1.8309087407574143
2011,TWDB.1038101,310.52,94.646496,34.46,-102.3522,USGS,Western Texas,10,2.0,749.801,865.3341428571429,574.56165,1.5060771104766977,1.8309087407574143
2012,TWDB.1038101,316.66,96.517968,34.46,-102.3522,USGS,Western Texas,10,2.0,812.778,865.3341428571429,574.56165,1.5060771104766977,1.8309087407574143
2013,TWDB.1038101,322.6,98.32848,34.46,-102.3522,USGS,Western Texas,10,2.0,779.971,865.3341428571429,574.56165,1.5060771104766977,1.8309087407574143
2014,TWDB.1038101,328.88,100.242624,34.46,-102.3522,USGS,Western Texas,10,2.0,826.541,865.3341428571429,574.56165,1.5060771104766977,1.8309087407574143
2015,TWDB.1038101,333.78,101.736144,34.46,-102.3522,USGS,Western Texas,10,2.0,919.658,865.3341428571429,574.56165,1.5060771104766977,1.8309087407574143
2016,TWDB.1038101,333.41,101.623368,34.46,-102.3522,USGS,Western Texas,10,2.0,891.147,865.3341428571429,574.56165,1.5060771104766977,1.8309087407574143
2017,TWDB.1038101,337.47,102.860856,34.46,-102.3522,USGS,Western Texas,10,2.0,953.248,865.3341428571429,574.56165,1.5060771104766977,1.8309087407574143
2018,TWDB.1038101,341.71,104.153208,34.46,-102.3522,USGS,Western Texas,10,2.0,894.28,865.3341428571429,574.56165,1.5060771104766977,1.8309087407574143
2019,TWDB.1038101,344.42,104.979216,34.46,-102.3522,USGS,Western Texas,10,2.0,909.01,865.3341428571429,574.56165,1.5060771104766977,1.8309087407574143
2020,TWDB.1038101,345.12,105.192576,34.46,-102.3522,USGS,Western Texas,10,2.1,902.596,865.3341428571429,574.56165,1.5060771104766977,1.8309087407574143
2000,TWDB.1039702,239.93,73.130664,34.38,-102.2336,USGS,Western Texas,10,2.0,882.224,892.1386666666667,527.16675,1.6923272758989325,1.8901493579265183
2001,TWDB.1039702,246.93,75.264264,34.38,-102.2336,USGS,Western Texas,10,2.0,832.052,892.1386666666667,527.16675,1.6923272758989325,1.8901493579265183
2002,TWDB.1039702,249.2,75.95616,34.38,-102.2336,USGS,Western Texas,10,2.0,790.499,892.1386666666667,527.16675,1.6923272758989325,1.8901493579265183
2003,TWDB.1039702,255.1,77.75448,34.38,-102.2336,USGS,Western Texas,10,2.0,822.067,892.1386666666667,527.16675,1.6923272758989325,1.8901493579265183
2004,TWDB.1039702,263.21,80.226408,34.38,-102.2336,USGS,Western Texas,10,2.0,887.557,892.1386666666667,527.16675,1.6923272758989325,1.8901493579265183
2005,TWDB.1039702,261.65,79.75092,34.38,-102.2336,USGS,Western Texas,10,2.0,923.364,892.1386666666667,527.16675,1.6923272758989325,1.8901493579265183
2006,TWDB.1039702,265.62,80.960976,34.38,-102.2336,USGS,Western Texas,10,2.0,864.351,892.1386666666667,527.16675,1.6923272758989325,1.8901493579265183
2007,TWDB.1039702,269.4,82.11312,34.38,-102.2336,USGS,Western Texas,10,2.0,890.841,892.1386666666667,527.16675,1.6923272758989325,1.8901493579265183
2008,TWDB.1039702,273.23,83.280504,34.38,-102.2336,USGS,Western Texas,10,2.0,851.391,892.1386666666667,527.16675,1.6923272758989325,1.8901493579265183
2009,TWDB.1039702,280.35,85.45068,34.38,-102.2336,USGS,Western Texas,10,2.0,969.389,892.1386666666667,527.16675,1.6923272758989325,1.8901493579265183
2010,TWDB.1039702,284.33,86.663784,34.38,-102.2336,USGS,Western Texas,10,2.0,854.107,892.1386666666667,527.16675,1.6923272758989325,1.8901493579265183
2011,TWDB.1039702,286.87,87.437976,34.38,-102.2336,USGS,Western Texas,10,2.0,839.211,892.1386666666667,527.16675,1.6923272758989325,1.8901493579265183
2012,TWDB.1039702,295.53,90.077544,34.38,-102.2336,USGS,Western Texas,10,2.0,895.197,892.1386666666667,527.16675,1.6923272758989325,1.8901493579265183
2013,TWDB.1039702,302.52,92.208096,34.38,-102.2336,USGS,Western Texas,10,2.0,881.702,892.1386666666667,527.16675,1.6923272758989325,1.8901493579265183
2014,TWDB.1039702,306.71,93.485208,34.38,-102.2336,USGS,Western Texas,10,2.0,867.319,892.1386666666667,527.16675,1.6923272758989325,1.8901493579265183
2015,TWDB.1039702,311.3,94.88424,34.38,-102.2336,USGS,Western Texas,10,2.0,953.949,892.1386666666667,527.16675,1.6923272758989325,1.8901493579265183
2016,TWDB.1039702,315.09,96.039432,34.38,-102.2336,USGS,Western Texas,10,2.0,938.414,892.1386666666667,527.16675,1.6923272758989325,1.8901493579265183
2017,TWDB.1039702,321.05,97.85604,34.38,-102.2336,USGS,Western Texas,10,2.0,976.604,892.1386666666667,527.16675,1.6923272758989325,1.8901493579265183
2018,TWDB.1039702,323.12,98.486976,34.38,-102.2336,USGS,Western Texas,10,2.0,972.956,892.1386666666667,527.16675,1.6923272758989325,1.8901493579265183
2019,TWDB.1039702,328.78,100.212144,34.38,-102.2336,USGS,Western Texas,10,2.0,958.037,892.1386666666667,527.16675,1.6923272758989325,1.8901493579265183
2020,TWDB.1039702,337.1,102.74808,34.38,-102.2336,USGS,Western Texas,10,2.1,883.681,892.1386666666667,527.16675,1.6923272758989325,1.8901493579265183
2000,TWDB.1157901,220.07,67.077336,34.03,-101.9056,USGS,Western Texas,10,2.0,699.347,747.9791904761905,515.0428,1.452266124920398,1.9705322896319324
2001,TWDB.1157901,224.47,68.418456,34.03,-101.9056,USGS,Western Texas,10,2.0,752.944,747.9791904761905,515.0428,1.452266124920398,1.9705322896319324
2002,TWDB.1157901,226.27,68.967096,34.03,-101.9056,USGS,Western Texas,10,2.0,705.496,747.9791904761905,515.0428,1.452266124920398,1.9705322896319324
2003,TWDB.1157901,235.75,71.8566,34.03,-101.9056,USGS,Western Texas,10,2.0,629.476,747.9791904761905,515.0428,1.452266124920398,1.9705322896319324
2004,TWDB.1157901,237.41,72.362568,34.03,-101.9056,USGS,Western Texas,10,2.0,827.141,747.9791904761905,515.0428,1.452266124920398,1.9705322896319324
2005,TWDB.1157901,233.66,71.219568,34.03,-101.9056,USGS,Western Texas,10,2.0,807.897,747.9791904761905,515.0428,1.452266124920398,1.9705322896319324
2006,TWDB.1157901,237.57,72.411336,34.03,-101.9056,USGS,Western Texas,10,2.0,744.111,747.9791904761905,515.0428,1.452266124920398,1.9705322896319324
2007,TWDB.1157901,238.65,72.74052,34.03,-101.9056,USGS,Western Texas,10,2.0,846.836,747.9791904761905,515.0428,1.452266124920398,1.9705322896319324
2008,TWDB.1157901,238.51,72.697848,34.03,-101.9056,USGS,Western Texas,10,2.0,741.796,747.9791904761905,515.0428,1.452266124920398,1.9705322896319324
2009,TWDB.1157901,243.26,74.145648,34.03,-101.9056,USGS,Western Texas,10,2.0,788.745,747.9791904761905,515.0428,1.452266124920398,1.9705322896319324
2010,TWDB.1157901,244.01,74.374248,34.03,-101.9056,USGS,Western Texas,10,2.0,810.089,747.9791904761905,515.0428,1.452266124920398,1.9705322896319324
2011,TWDB.1157901,246.18,75.035664,34.03,-101.9056,USGS,Western Texas,10,2.0,575.343,747.9791904761905,515.0428,1.452266124920398,1.9705322896319324
2012,TWDB.1157901,251.72,76.724256,34.03,-101.9056,USGS,Western Texas,10,2.0,660.705,747.9791904761905,515.0428,1.452266124920398,1.9705322896319324
2013,TWDB.1157901,256.18,78.083664,34.03,-101.9056,USGS,Western Texas,10,2.0,759.62,747.9791904761905,515.0428,1.452266124920398,1.9705322896319324
2014,TWDB.1157901,257.13,78.373224,34.03,-101.9056,USGS,Western Texas,10,2.0,737.026,747.9791904761905,515.0428,1.452266124920398,1.9705322896319324
2015,TWDB.1157901,258.46,78.778608,34.03,-101.9056,USGS,Western Texas,10,2.0,819.908,747.9791904761905,515.0428,1.452266124920398,1.9705322896319324
2016,TWDB.1157901,259.6,79.12608,34.03,-101.9056,USGS,Western Texas,10,2.0,810.302,747.9791904761905,515.0428,1.452266124920398,1.9705322896319324
2017,TWDB.1157901,260.33,79.348584,34.03,-101.9056,USGS,Western Texas,10,2.0,799.952,747.9791904761905,515.0428,1.452266124920398,1.9705322896319324
2018,TWDB.1157901,259.84,79.199232,34.03,-101.9056,USGS,Western Texas,10,2.0,687.769,747.9791904761905,515.0428,1.452266124920398,1.9705322896319324
2019,TWDB.1157901,261.16,79.601568,34.03,-101.9056,USGS,Western Texas,10,2.0,801.689,747.9791904761905,515.0428,1.452266124920398,1.9705322896319324
2020,TWDB.1157901,261.79,79.793592,34.03,-101.9056,USGS,Western Texas,10,2.1,701.371,747.9791904761905,515.0428,1.452266124920398,1.9705322896319324
2000,TWDB.2409103,165.34,50.395632,33.8575,-102.9786,USGS,Western Texas,10,2.0,468.168,519.9778571428571,482.62817,1.0773881122987097,1.8514864341145987
2001,TWDB.2409103,169.07,51.532536,33.8575,-102.9786,USGS,Western Texas,10,2.0,544.341,519.9778571428571,482.62817,1.0773881122987097,1.8514864341145987
2002,TWDB.2409103,169.23,51.581304,33.8575,-102.9786,USGS,Western Texas,10,2.0,481.084,519.9778571428571,482.62817,1.0773881122987097,1.8514864341145987
2003,TWDB.2409103,169.6,51.69408,33.8575,-102.9786,USGS,Western Texas,10,2.0,422.919,519.9778571428571,482.62817,1.0773881122987097,1.8514864341145987
2004,TWDB.2409103,170.6,51.99888,33.8575,-102.9786,USGS,Western Texas,10,2.0,580.005,519.9778571428571,482.62817,1.0773881122987097,1.8514864341145987
2005,TWDB.2409103,169.37,51.623976,33.8575,-102.9786,USGS,Western Texas,10,2.0,578.32,519.9778571428571,482.62817,1.0773881122987097,1.8514864341145987
2006,TWDB.2409103,167.84,51.157632,33.8575,-102.9786,USGS,Western Texas,10,2.0,440.956,519.9778571428571,482.62817,1.0773881122987097,1.8514864341145987
